#sysbench LinuxMachine KVM Docker (sec)
1		5.5648	5.5778	5.5924
2		2.8447	2.8028	2.8581
3		1.9032	1.9171	1.9142
4		1.4367	1.4363	1.4423
5		1.4316	1.4336	1.4482
6		1.4538	1.4355	1.4473
7		1.4340	1.4352	1.4481
8		1.4346	1.4362	1.4425
9		1.4454	1.4350	1.4418
10		1.4387	1.4392	1.4426
11		1.4382	1.4354	1.4469
12		1.4340	1.4354	1.4577
13		1.4395	1.4348	1.4516
14		1.4943	1.4395	1.4434
15		1.8561	1.4472	1.4439
16		1.5542	1.4385	1.4557
